Runners,Outs,Inning,Top/Bot,score_diff,leverage_index
6,0,6,Bottom,-70,0.0
6,0,6,Bottom,-69,0.0
6,0,6,Bottom,-68,0.0
6,0,6,Bottom,-67,0.0
6,0,6,Bottom,-66,0.0
6,0,6,Bottom,-65,0.0
6,0,6,Bottom,-64,0.0
6,0,6,Bottom,-63,0.0
6,0,6,Bottom,-62,0.0
6,0,6,Bottom,-61,0.0
6,0,6,Bottom,-60,0.0
6,0,6,Bottom,-59,0.0
6,0,6,Bottom,-58,0.0
6,0,6,Bottom,-57,0.0
6,0,6,Bottom,-56,0.0
6,0,6,Bottom,-55,0.0
6,0,6,Bottom,-54,0.0
6,0,6,Bottom,-53,0.0
6,0,6,Bottom,-52,0.0
6,0,6,Bottom,-51,0.0
6,0,6,Bottom,-50,0.0
6,0,6,Bottom,-49,0.0
6,0,6,Bottom,-48,0.0
6,0,6,Bottom,-47,0.0
6,0,6,Bottom,-46,0.0
6,0,6,Bottom,-45,0.0
6,0,6,Bottom,-44,0.0
6,0,6,Bottom,-43,0.0
6,0,6,Bottom,-42,0.0
6,0,6,Bottom,-41,0.0
6,0,6,Bottom,-40,0.0
6,0,6,Bottom,-39,0.0
6,0,6,Bottom,-38,0.0
6,0,6,Bottom,-37,0.0
6,0,6,Bottom,-36,0.0
6,0,6,Bottom,-35,0.0
6,0,6,Bottom,-34,0.0
6,0,6,Bottom,-33,0.0
6,0,6,Bottom,-32,0.0
6,0,6,Bottom,-31,0.0
6,0,6,Bottom,-30,0.0
6,0,6,Bottom,-29,0.0
6,0,6,Bottom,-28,0.0
6,0,6,Bottom,-27,0.0
6,0,6,Bottom,-26,0.0
6,0,6,Bottom,-25,0.0
6,0,6,Bottom,-24,0.0
6,0,6,Bottom,-23,0.0
6,0,6,Bottom,-22,0.0
6,0,6,Bottom,-21,0.0
6,0,6,Bottom,-20,0.0
6,0,6,Bottom,-19,0.0
6,0,6,Bottom,-18,0.0
6,0,6,Bottom,-17,0.0
6,0,6,Bottom,-16,0.0
6,0,6,Bottom,-15,0.0
6,0,6,Bottom,-14,0.0
6,0,6,Bottom,-13,0.0
6,0,6,Bottom,-12,0.0
6,0,6,Bottom,-11,0.0
6,0,6,Bottom,-10,0.0
6,0,6,Bottom,-9,0.3166666666666666
6,0,6,Bottom,-8,0.6333333333333333
6,0,6,Bottom,-7,0.95
6,0,6,Bottom,-6,1.2666666666666666
6,0,6,Bottom,-5,1.5833333333333333
6,0,6,Bottom,-4,1.9
6,0,6,Bottom,-3,2.3
6,0,6,Bottom,-2,2.4
6,0,6,Bottom,-1,2.2
6,0,6,Bottom,0,1.7
6,0,6,Bottom,1,1.1
6,0,6,Bottom,2,0.7
6,0,6,Bottom,3,0.4
6,0,6,Bottom,4,0.2
6,0,6,Bottom,5,0.1666666666666666
6,0,6,Bottom,6,0.1333333333333333
6,0,6,Bottom,7,0.1
6,0,6,Bottom,8,0.0666666666666666
6,0,6,Bottom,9,0.0333333333333333
6,0,6,Bottom,10,0.0
6,0,6,Bottom,11,0.0
6,0,6,Bottom,12,0.0
6,0,6,Bottom,13,0.0
6,0,6,Bottom,14,0.0
6,0,6,Bottom,15,0.0
6,0,6,Bottom,16,0.0
6,0,6,Bottom,17,0.0
6,0,6,Bottom,18,0.0
6,0,6,Bottom,19,0.0
6,0,6,Bottom,20,0.0
6,0,6,Bottom,21,0.0
6,0,6,Bottom,22,0.0
6,0,6,Bottom,23,0.0
6,0,6,Bottom,24,0.0
6,0,6,Bottom,25,0.0
6,0,6,Bottom,26,0.0
6,0,6,Bottom,27,0.0
6,0,6,Bottom,28,0.0
6,0,6,Bottom,29,0.0
6,0,6,Bottom,30,0.0
6,0,6,Bottom,31,0.0
6,0,6,Bottom,32,0.0
6,0,6,Bottom,33,0.0
6,0,6,Bottom,34,0.0
6,0,6,Bottom,35,0.0
6,0,6,Bottom,36,0.0
6,0,6,Bottom,37,0.0
6,0,6,Bottom,38,0.0
6,0,6,Bottom,39,0.0
6,0,6,Bottom,40,0.0
6,0,6,Bottom,41,0.0
6,0,6,Bottom,42,0.0
6,0,6,Bottom,43,0.0
6,0,6,Bottom,44,0.0
6,0,6,Bottom,45,0.0
6,0,6,Bottom,46,0.0
6,0,6,Bottom,47,0.0
6,0,6,Bottom,48,0.0
6,0,6,Bottom,49,0.0
6,0,6,Bottom,50,0.0
6,0,6,Bottom,51,0.0
6,0,6,Bottom,52,0.0
6,0,6,Bottom,53,0.0
6,0,6,Bottom,54,0.0
6,0,6,Bottom,55,0.0
6,0,6,Bottom,56,0.0
6,0,6,Bottom,57,0.0
6,0,6,Bottom,58,0.0
6,0,6,Bottom,59,0.0
6,0,6,Bottom,60,0.0
6,0,6,Bottom,61,0.0
6,0,6,Bottom,62,0.0
6,0,6,Bottom,63,0.0
6,0,6,Bottom,64,0.0
6,0,6,Bottom,65,0.0
6,0,6,Bottom,66,0.0
6,0,6,Bottom,67,0.0
6,0,6,Bottom,68,0.0
6,0,6,Bottom,69,0.0
6,0,6,Bottom,70,0.0
6,0,6,Bottom,71,0.0
6,0,6,Bottom,72,0.0
6,0,6,Bottom,73,0.0
6,0,6,Bottom,74,0.0
6,0,6,Bottom,75,0.0
6,0,6,Bottom,76,0.0
6,0,6,Bottom,77,0.0
6,0,6,Bottom,78,0.0
6,0,6,Bottom,79,0.0
6,0,6,Bottom,80,0.0
6,0,6,Bottom,81,0.0
6,0,6,Bottom,82,0.0
6,0,6,Bottom,83,0.0
6,0,6,Bottom,84,0.0
6,0,6,Bottom,85,0.0
6,0,6,Bottom,86,0.0
6,0,6,Bottom,87,0.0
6,0,6,Bottom,88,0.0
6,0,6,Bottom,89,0.0
6,0,6,Bottom,90,0.0
6,0,6,Bottom,91,0.0
6,0,6,Bottom,92,0.0
6,0,6,Bottom,93,0.0
6,0,6,Bottom,94,0.0
6,0,6,Bottom,95,0.0
6,0,6,Bottom,96,0.0
6,0,6,Bottom,97,0.0
6,0,6,Bottom,98,0.0
6,0,6,Bottom,99,0.0
6,0,6,Bottom,100,0.0
2,0,6,Bottom,-100,0.0
2,0,6,Bottom,-99,0.0
2,0,6,Bottom,-98,0.0
2,0,6,Bottom,-97,0.0
2,0,6,Bottom,-96,0.0
2,0,6,Bottom,-95,0.0
2,0,6,Bottom,-94,0.0
2,0,6,Bottom,-93,0.0
2,0,6,Bottom,-92,0.0
2,0,6,Bottom,-91,0.0
2,0,6,Bottom,-90,0.0
2,0,6,Bottom,-89,0.0
2,0,6,Bottom,-88,0.0
2,0,6,Bottom,-87,0.0
2,0,6,Bottom,-86,0.0
2,0,6,Bottom,-85,0.0
2,0,6,Bottom,-84,0.0
2,0,6,Bottom,-83,0.0
2,0,6,Bottom,-82,0.0
2,0,6,Bottom,-81,0.0
2,0,6,Bottom,-80,0.0
2,0,6,Bottom,-79,0.0
2,0,6,Bottom,-78,0.0
2,0,6,Bottom,-77,0.0
2,0,6,Bottom,-76,0.0
2,0,6,Bottom,-75,0.0
2,0,6,Bottom,-74,0.0
2,0,6,Bottom,-73,0.0
2,0,6,Bottom,-72,0.0
2,0,6,Bottom,-71,0.0
2,0,6,Bottom,-70,0.0
2,0,6,Bottom,-69,0.0
2,0,6,Bottom,-68,0.0
2,0,6,Bottom,-67,0.0
2,0,6,Bottom,-66,0.0
2,0,6,Bottom,-65,0.0
2,0,6,Bottom,-64,0.0
2,0,6,Bottom,-63,0.0
2,0,6,Bottom,-62,0.0
2,0,6,Bottom,-61,0.0
2,0,6,Bottom,-60,0.0
2,0,6,Bottom,-59,0.0
2,0,6,Bottom,-58,0.0
2,0,6,Bottom,-57,0.0
2,0,6,Bottom,-56,0.0
2,0,6,Bottom,-55,0.0
2,0,6,Bottom,-54,0.0
2,0,6,Bottom,-53,0.0
2,0,6,Bottom,-52,0.0
2,0,6,Bottom,-51,0.0
2,0,6,Bottom,-50,0.0
2,0,6,Bottom,-49,0.0
2,0,6,Bottom,-48,0.0
2,0,6,Bottom,-47,0.0
2,0,6,Bottom,-46,0.0
2,0,6,Bottom,-45,0.0
2,0,6,Bottom,-44,0.0
2,0,6,Bottom,-43,0.0
2,0,6,Bottom,-42,0.0
2,0,6,Bottom,-41,0.0
2,0,6,Bottom,-40,0.0
2,0,6,Bottom,-39,0.0
2,0,6,Bottom,-38,0.0
2,0,6,Bottom,-37,0.0
2,0,6,Bottom,-36,0.0
2,0,6,Bottom,-35,0.0
2,0,6,Bottom,-34,0.0
2,0,6,Bottom,-33,0.0
2,0,6,Bottom,-32,0.0
2,0,6,Bottom,-31,0.0
2,0,6,Bottom,-30,0.0
2,0,6,Bottom,-29,0.0
2,0,6,Bottom,-28,0.0
2,0,6,Bottom,-27,0.0
2,0,6,Bottom,-26,0.0
2,0,6,Bottom,-25,0.0
2,0,6,Bottom,-24,0.0
2,0,6,Bottom,-23,0.0
2,0,6,Bottom,-22,0.0
2,0,6,Bottom,-21,0.0
2,0,6,Bottom,-20,0.0
2,0,6,Bottom,-19,0.0
2,0,6,Bottom,-18,0.0
2,0,6,Bottom,-17,0.0
2,0,6,Bottom,-16,0.0
2,0,6,Bottom,-15,0.0
2,0,6,Bottom,-14,0.0
2,0,6,Bottom,-13,0.0
2,0,6,Bottom,-12,0.0
2,0,6,Bottom,-11,0.0
2,0,6,Bottom,-10,0.0
2,0,6,Bottom,-9,0.2166666666666666
2,0,6,Bottom,-8,0.4333333333333333
2,0,6,Bottom,-7,0.65
2,0,6,Bottom,-6,0.8666666666666667
2,0,6,Bottom,-5,1.0833333333333337
2,0,6,Bottom,-4,1.3
2,0,6,Bottom,-3,1.7
2,0,6,Bottom,-2,2.0
2,0,6,Bottom,-1,2.0
2,0,6,Bottom,0,1.6
2,0,6,Bottom,1,1.1
2,0,6,Bottom,2,0.7
2,0,6,Bottom,3,0.4
2,0,6,Bottom,4,0.2
2,0,6,Bottom,5,0.1666666666666666
2,0,6,Bottom,6,0.1333333333333333
2,0,6,Bottom,7,0.1
2,0,6,Bottom,8,0.0666666666666666
2,0,6,Bottom,9,0.0333333333333333
2,0,6,Bottom,10,0.0
2,0,6,Bottom,11,0.0
2,0,6,Bottom,12,0.0
2,0,6,Bottom,13,0.0
2,0,6,Bottom,14,0.0
2,0,6,Bottom,15,0.0
2,0,6,Bottom,16,0.0
2,0,6,Bottom,17,0.0
2,0,6,Bottom,18,0.0
2,0,6,Bottom,19,0.0
2,0,6,Bottom,20,0.0
2,0,6,Bottom,21,0.0
2,0,6,Bottom,22,0.0
2,0,6,Bottom,23,0.0
2,0,6,Bottom,24,0.0
2,0,6,Bottom,25,0.0
2,0,6,Bottom,26,0.0
2,0,6,Bottom,27,0.0
2,0,6,Bottom,28,0.0
2,0,6,Bottom,29,0.0
2,0,6,Bottom,30,0.0
2,0,6,Bottom,31,0.0
2,0,6,Bottom,32,0.0
2,0,6,Bottom,33,0.0
2,0,6,Bottom,34,0.0
2,0,6,Bottom,35,0.0
2,0,6,Bottom,36,0.0
2,0,6,Bottom,37,0.0
2,0,6,Bottom,38,0.0
2,0,6,Bottom,39,0.0
2,0,6,Bottom,40,0.0
2,0,6,Bottom,41,0.0
2,0,6,Bottom,42,0.0
2,0,6,Bottom,43,0.0
2,0,6,Bottom,44,0.0
2,0,6,Bottom,45,0.0
2,0,6,Bottom,46,0.0
2,0,6,Bottom,47,0.0
2,0,6,Bottom,48,0.0
2,0,6,Bottom,49,0.0
2,0,6,Bottom,50,0.0
2,0,6,Bottom,51,0.0
2,0,6,Bottom,52,0.0
2,0,6,Bottom,53,0.0
2,0,6,Bottom,54,0.0
2,0,6,Bottom,55,0.0
2,0,6,Bottom,56,0.0
2,0,6,Bottom,57,0.0
2,0,6,Bottom,58,0.0
2,0,6,Bottom,59,0.0
2,0,6,Bottom,60,0.0
2,0,6,Bottom,61,0.0
2,0,6,Bottom,62,0.0
2,0,6,Bottom,63,0.0
2,0,6,Bottom,64,0.0
2,0,6,Bottom,65,0.0
2,0,6,Bottom,66,0.0
2,0,6,Bottom,67,0.0
2,0,6,Bottom,68,0.0
2,0,6,Bottom,69,0.0
2,0,6,Bottom,70,0.0
2,0,6,Bottom,71,0.0
2,0,6,Bottom,72,0.0
2,0,6,Bottom,73,0.0
2,0,6,Bottom,74,0.0
2,0,6,Bottom,75,0.0
2,0,6,Bottom,76,0.0
2,0,6,Bottom,77,0.0
2,0,6,Bottom,78,0.0
2,0,6,Bottom,79,0.0
2,0,6,Bottom,80,0.0
2,0,6,Bottom,81,0.0
2,0,6,Bottom,82,0.0
2,0,6,Bottom,83,0.0
2,0,6,Bottom,84,0.0
2,0,6,Bottom,85,0.0
2,0,6,Bottom,86,0.0
2,0,6,Bottom,87,0.0
2,0,6,Bottom,88,0.0
2,0,6,Bottom,89,0.0
2,0,6,Bottom,90,0.0
2,0,6,Bottom,91,0.0
2,0,6,Bottom,92,0.0
2,0,6,Bottom,93,0.0
2,0,6,Bottom,94,0.0
2,0,6,Bottom,95,0.0
2,0,6,Bottom,96,0.0
2,0,6,Bottom,97,0.0
2,0,6,Bottom,98,0.0
2,0,6,Bottom,99,0.0
2,0,6,Bottom,100,0.0
4,0,6,Bottom,-100,0.0
4,0,6,Bottom,-99,0.0
4,0,6,Bottom,-98,0.0
4,0,6,Bottom,-97,0.0
4,0,6,Bottom,-96,0.0
4,0,6,Bottom,-95,0.0
4,0,6,Bottom,-94,0.0
4,0,6,Bottom,-93,0.0
4,0,6,Bottom,-92,0.0
4,0,6,Bottom,-91,0.0
4,0,6,Bottom,-90,0.0
4,0,6,Bottom,-89,0.0
4,0,6,Bottom,-88,0.0
4,0,6,Bottom,-87,0.0
4,0,6,Bottom,-86,0.0
4,0,6,Bottom,-85,0.0
4,0,6,Bottom,-84,0.0
4,0,6,Bottom,-83,0.0
4,0,6,Bottom,-82,0.0
4,0,6,Bottom,-81,0.0
4,0,6,Bottom,-80,0.0
4,0,6,Bottom,-79,0.0
4,0,6,Bottom,-78,0.0
4,0,6,Bottom,-77,0.0
4,0,6,Bottom,-76,0.0
4,0,6,Bottom,-75,0.0
4,0,6,Bottom,-74,0.0
4,0,6,Bottom,-73,0.0
4,0,6,Bottom,-72,0.0
4,0,6,Bottom,-71,0.0
4,0,6,Bottom,-70,0.0
4,0,6,Bottom,-69,0.0
4,0,6,Bottom,-68,0.0
4,0,6,Bottom,-67,0.0
4,0,6,Bottom,-66,0.0
4,0,6,Bottom,-65,0.0
4,0,6,Bottom,-64,0.0
4,0,6,Bottom,-63,0.0
4,0,6,Bottom,-62,0.0
4,0,6,Bottom,-61,0.0
4,0,6,Bottom,-60,0.0
4,0,6,Bottom,-59,0.0
4,0,6,Bottom,-58,0.0
4,0,6,Bottom,-57,0.0
4,0,6,Bottom,-56,0.0
4,0,6,Bottom,-55,0.0
4,0,6,Bottom,-54,0.0
4,0,6,Bottom,-53,0.0
4,0,6,Bottom,-52,0.0
4,0,6,Bottom,-51,0.0
4,0,6,Bottom,-50,0.0
4,0,6,Bottom,-49,0.0
4,0,6,Bottom,-48,0.0
4,0,6,Bottom,-47,0.0
4,0,6,Bottom,-46,0.0
4,0,6,Bottom,-45,0.0
4,0,6,Bottom,-44,0.0
4,0,6,Bottom,-43,0.0
4,0,6,Bottom,-42,0.0
4,0,6,Bottom,-41,0.0
4,0,6,Bottom,-40,0.0
4,0,6,Bottom,-39,0.0
4,0,6,Bottom,-38,0.0
4,0,6,Bottom,-37,0.0
4,0,6,Bottom,-36,0.0
4,0,6,Bottom,-35,0.0
4,0,6,Bottom,-34,0.0
4,0,6,Bottom,-33,0.0
4,0,6,Bottom,-32,0.0
4,0,6,Bottom,-31,0.0
4,0,6,Bottom,-30,0.0
4,0,6,Bottom,-29,0.0
4,0,6,Bottom,-28,0.0
4,0,6,Bottom,-27,0.0
4,0,6,Bottom,-26,0.0
4,0,6,Bottom,-25,0.0
4,0,6,Bottom,-24,0.0
4,0,6,Bottom,-23,0.0
4,0,6,Bottom,-22,0.0
4,0,6,Bottom,-21,0.0
4,0,6,Bottom,-20,0.0
4,0,6,Bottom,-19,0.0
4,0,6,Bottom,-18,0.0
4,0,6,Bottom,-17,0.0
4,0,6,Bottom,-16,0.0
4,0,6,Bottom,-15,0.0
4,0,6,Bottom,-14,0.0
4,0,6,Bottom,-13,0.0
4,0,6,Bottom,-12,0.0
4,0,6,Bottom,-11,0.0
4,0,6,Bottom,-10,0.0
4,0,6,Bottom,-9,0.1999999999999999
4,0,6,Bottom,-8,0.3999999999999999
4,0,6,Bottom,-7,0.6
4,0,6,Bottom,-6,0.7999999999999999
4,0,6,Bottom,-5,1.0
4,0,6,Bottom,-4,1.2
4,0,6,Bottom,-3,1.6
4,0,6,Bottom,-2,1.8
4,0,6,Bottom,-1,1.7
4,0,6,Bottom,0,1.3
4,0,6,Bottom,1,0.8
4,0,6,Bottom,2,0.5
4,0,6,Bottom,3,0.3
4,0,6,Bottom,4,0.2
4,0,6,Bottom,5,0.1666666666666666
4,0,6,Bottom,6,0.1333333333333333
4,0,6,Bottom,7,0.1
4,0,6,Bottom,8,0.0666666666666666
4,0,6,Bottom,9,0.0333333333333333
4,0,6,Bottom,10,0.0
4,0,6,Bottom,11,0.0
4,0,6,Bottom,12,0.0
4,0,6,Bottom,13,0.0
4,0,6,Bottom,14,0.0
4,0,6,Bottom,15,0.0
4,0,6,Bottom,16,0.0
4,0,6,Bottom,17,0.0
4,0,6,Bottom,18,0.0
4,0,6,Bottom,19,0.0
4,0,6,Bottom,20,0.0
4,0,6,Bottom,21,0.0
4,0,6,Bottom,22,0.0
4,0,6,Bottom,23,0.0
4,0,6,Bottom,24,0.0
4,0,6,Bottom,25,0.0
4,0,6,Bottom,26,0.0
4,0,6,Bottom,27,0.0
4,0,6,Bottom,28,0.0
4,0,6,Bottom,29,0.0
4,0,6,Bottom,30,0.0
4,0,6,Bottom,31,0.0
4,0,6,Bottom,32,0.0
4,0,6,Bottom,33,0.0
4,0,6,Bottom,34,0.0
4,0,6,Bottom,35,0.0
4,0,6,Bottom,36,0.0
4,0,6,Bottom,37,0.0
4,0,6,Bottom,38,0.0
4,0,6,Bottom,39,0.0
4,0,6,Bottom,40,0.0
4,0,6,Bottom,41,0.0
4,0,6,Bottom,42,0.0
4,0,6,Bottom,43,0.0
4,0,6,Bottom,44,0.0
4,0,6,Bottom,45,0.0
4,0,6,Bottom,46,0.0
4,0,6,Bottom,47,0.0
4,0,6,Bottom,48,0.0
4,0,6,Bottom,49,0.0
4,0,6,Bottom,50,0.0
4,0,6,Bottom,51,0.0
4,0,6,Bottom,52,0.0
4,0,6,Bottom,53,0.0
4,0,6,Bottom,54,0.0
4,0,6,Bottom,55,0.0
4,0,6,Bottom,56,0.0
4,0,6,Bottom,57,0.0
4,0,6,Bottom,58,0.0
4,0,6,Bottom,59,0.0
4,0,6,Bottom,60,0.0
4,0,6,Bottom,61,0.0
4,0,6,Bottom,62,0.0
4,0,6,Bottom,63,0.0
4,0,6,Bottom,64,0.0
4,0,6,Bottom,65,0.0
4,0,6,Bottom,66,0.0
4,0,6,Bottom,67,0.0
4,0,6,Bottom,68,0.0
4,0,6,Bottom,69,0.0
4,0,6,Bottom,70,0.0
4,0,6,Bottom,71,0.0
4,0,6,Bottom,72,0.0
4,0,6,Bottom,73,0.0
4,0,6,Bottom,74,0.0
4,0,6,Bottom,75,0.0
4,0,6,Bottom,76,0.0
4,0,6,Bottom,77,0.0
4,0,6,Bottom,78,0.0
4,0,6,Bottom,79,0.0
4,0,6,Bottom,80,0.0
4,0,6,Bottom,81,0.0
4,0,6,Bottom,82,0.0
4,0,6,Bottom,83,0.0
4,0,6,Bottom,84,0.0
4,0,6,Bottom,85,0.0
4,0,6,Bottom,86,0.0
4,0,6,Bottom,87,0.0
4,0,6,Bottom,88,0.0
4,0,6,Bottom,89,0.0
4,0,6,Bottom,90,0.0
4,0,6,Bottom,91,0.0
4,0,6,Bottom,92,0.0
4,0,6,Bottom,93,0.0
4,0,6,Bottom,94,0.0
4,0,6,Bottom,95,0.0
4,0,6,Bottom,96,0.0
4,0,6,Bottom,97,0.0
4,0,6,Bottom,98,0.0
4,0,6,Bottom,99,0.0
4,0,6,Bottom,100,0.0
0,0,6,Bottom,-100,0.0
0,0,6,Bottom,-99,0.0
0,0,6,Bottom,-98,0.0
0,0,6,Bottom,-97,0.0
0,0,6,Bottom,-96,0.0
0,0,6,Bottom,-95,0.0
0,0,6,Bottom,-94,0.0
0,0,6,Bottom,-93,0.0
0,0,6,Bottom,-92,0.0
0,0,6,Bottom,-91,0.0
0,0,6,Bottom,-90,0.0
0,0,6,Bottom,-89,0.0
0,0,6,Bottom,-88,0.0
0,0,6,Bottom,-87,0.0
0,0,6,Bottom,-86,0.0
0,0,6,Bottom,-85,0.0
0,0,6,Bottom,-84,0.0
0,0,6,Bottom,-83,0.0
0,0,6,Bottom,-82,0.0
0,0,6,Bottom,-81,0.0
0,0,6,Bottom,-80,0.0
0,0,6,Bottom,-79,0.0
0,0,6,Bottom,-78,0.0
0,0,6,Bottom,-77,0.0
0,0,6,Bottom,-76,0.0
0,0,6,Bottom,-75,0.0
0,0,6,Bottom,-74,0.0
0,0,6,Bottom,-73,0.0
0,0,6,Bottom,-72,0.0
0,0,6,Bottom,-71,0.0
0,0,6,Bottom,-70,0.0
0,0,6,Bottom,-69,0.0
0,0,6,Bottom,-68,0.0
0,0,6,Bottom,-67,0.0
0,0,6,Bottom,-66,0.0
0,0,6,Bottom,-65,0.0
0,0,6,Bottom,-64,0.0
0,0,6,Bottom,-63,0.0
0,0,6,Bottom,-62,0.0
0,0,6,Bottom,-61,0.0
0,0,6,Bottom,-60,0.0
0,0,6,Bottom,-59,0.0
0,0,6,Bottom,-58,0.0
0,0,6,Bottom,-57,0.0
0,0,6,Bottom,-56,0.0
0,0,6,Bottom,-55,0.0
0,0,6,Bottom,-54,0.0
0,0,6,Bottom,-53,0.0
0,0,6,Bottom,-52,0.0
0,0,6,Bottom,-51,0.0
0,0,6,Bottom,-50,0.0
0,0,6,Bottom,-49,0.0
0,0,6,Bottom,-48,0.0
0,0,6,Bottom,-47,0.0
0,0,6,Bottom,-46,0.0
0,0,6,Bottom,-45,0.0
0,0,6,Bottom,-44,0.0
0,0,6,Bottom,-43,0.0
0,0,6,Bottom,-42,0.0
0,0,6,Bottom,-41,0.0
0,0,6,Bottom,-40,0.0
0,0,6,Bottom,-39,0.0
0,0,6,Bottom,-38,0.0
0,0,6,Bottom,-37,0.0
0,0,6,Bottom,-36,0.0
0,0,6,Bottom,-35,0.0
0,0,6,Bottom,-34,0.0
0,0,6,Bottom,-33,0.0
0,0,6,Bottom,-32,0.0
0,0,6,Bottom,-31,0.0
0,0,6,Bottom,-30,0.0
0,0,6,Bottom,-29,0.0
0,0,6,Bottom,-28,0.0
0,0,6,Bottom,-27,0.0
0,0,6,Bottom,-26,0.0
0,0,6,Bottom,-25,0.0
0,0,6,Bottom,-24,0.0
0,0,6,Bottom,-23,0.0
0,0,6,Bottom,-22,0.0
0,0,6,Bottom,-21,0.0
0,0,6,Bottom,-20,0.0
0,0,6,Bottom,-19,0.0
0,0,6,Bottom,-18,0.0
0,0,6,Bottom,-17,0.0
0,0,6,Bottom,-16,0.0
0,0,6,Bottom,-15,0.0
0,0,6,Bottom,-14,0.0
0,0,6,Bottom,-13,0.0
0,0,6,Bottom,-12,0.0
0,0,6,Bottom,-11,0.0
0,0,6,Bottom,-10,0.0
0,0,6,Bottom,-9,0.1333333333333333
0,0,6,Bottom,-8,0.2666666666666666
0,0,6,Bottom,-7,0.4
0,0,6,Bottom,-6,0.5333333333333333
0,0,6,Bottom,-5,0.6666666666666666
0,0,6,Bottom,-4,0.8
0,0,6,Bottom,-3,1.1
0,0,6,Bottom,-2,1.4
0,0,6,Bottom,-1,1.6
0,0,6,Bottom,0,1.3
0,0,6,Bottom,1,0.9
0,0,6,Bottom,2,0.6
0,0,6,Bottom,3,0.3
0,0,6,Bottom,4,0.2
0,0,6,Bottom,5,0.1666666666666666
0,0,6,Bottom,6,0.1333333333333333
0,0,6,Bottom,7,0.1
0,0,6,Bottom,8,0.0666666666666666
0,0,6,Bottom,9,0.0333333333333333
0,0,6,Bottom,10,0.0
0,0,6,Bottom,11,0.0
0,0,6,Bottom,12,0.0
0,0,6,Bottom,13,0.0
0,0,6,Bottom,14,0.0
0,0,6,Bottom,15,0.0
0,0,6,Bottom,16,0.0
0,0,6,Bottom,17,0.0
0,0,6,Bottom,18,0.0
0,0,6,Bottom,19,0.0
0,0,6,Bottom,20,0.0
0,0,6,Bottom,21,0.0
0,0,6,Bottom,22,0.0
0,0,6,Bottom,23,0.0
0,0,6,Bottom,24,0.0
0,0,6,Bottom,25,0.0
0,0,6,Bottom,26,0.0
0,0,6,Bottom,27,0.0
0,0,6,Bottom,28,0.0
0,0,6,Bottom,29,0.0
0,0,6,Bottom,30,0.0
0,0,6,Bottom,31,0.0
0,0,6,Bottom,32,0.0
0,0,6,Bottom,33,0.0
0,0,6,Bottom,34,0.0
0,0,6,Bottom,35,0.0
0,0,6,Bottom,36,0.0
0,0,6,Bottom,37,0.0
0,0,6,Bottom,38,0.0
0,0,6,Bottom,39,0.0
0,0,6,Bottom,40,0.0
0,0,6,Bottom,41,0.0
0,0,6,Bottom,42,0.0
0,0,6,Bottom,43,0.0
0,0,6,Bottom,44,0.0
0,0,6,Bottom,45,0.0
0,0,6,Bottom,46,0.0
0,0,6,Bottom,47,0.0
0,0,6,Bottom,48,0.0
0,0,6,Bottom,49,0.0
0,0,6,Bottom,50,0.0
0,0,6,Bottom,51,0.0
0,0,6,Bottom,52,0.0
0,0,6,Bottom,53,0.0
0,0,6,Bottom,54,0.0
0,0,6,Bottom,55,0.0
0,0,6,Bottom,56,0.0
0,0,6,Bottom,57,0.0
0,0,6,Bottom,58,0.0
0,0,6,Bottom,59,0.0
0,0,6,Bottom,60,0.0
0,0,6,Bottom,61,0.0
0,0,6,Bottom,62,0.0
0,0,6,Bottom,63,0.0
0,0,6,Bottom,64,0.0
0,0,6,Bottom,65,0.0
0,0,6,Bottom,66,0.0
0,0,6,Bottom,67,0.0
0,0,6,Bottom,68,0.0
0,0,6,Bottom,69,0.0
0,0,6,Bottom,70,0.0
0,0,6,Bottom,71,0.0
0,0,6,Bottom,72,0.0
0,0,6,Bottom,73,0.0
0,0,6,Bottom,74,0.0
0,0,6,Bottom,75,0.0
0,0,6,Bottom,76,0.0
0,0,6,Bottom,77,0.0
0,0,6,Bottom,78,0.0
0,0,6,Bottom,79,0.0
0,0,6,Bottom,80,0.0
0,0,6,Bottom,81,0.0
0,0,6,Bottom,82,0.0
0,0,6,Bottom,83,0.0
0,0,6,Bottom,84,0.0
0,0,6,Bottom,85,0.0
0,0,6,Bottom,86,0.0
0,0,6,Bottom,87,0.0
0,0,6,Bottom,88,0.0
0,0,6,Bottom,89,0.0
0,0,6,Bottom,90,0.0
0,0,6,Bottom,91,0.0
0,0,6,Bottom,92,0.0
0,0,6,Bottom,93,0.0
0,0,6,Bottom,94,0.0
0,0,6,Bottom,95,0.0
0,0,6,Bottom,96,0.0
0,0,6,Bottom,97,0.0
0,0,6,Bottom,98,0.0
0,0,6,Bottom,99,0.0
0,0,6,Bottom,100,0.0
3,1,6,Bottom,-100,0.0
3,1,6,Bottom,-99,0.0
3,1,6,Bottom,-98,0.0
3,1,6,Bottom,-97,0.0
3,1,6,Bottom,-96,0.0
3,1,6,Bottom,-95,0.0
3,1,6,Bottom,-94,0.0
3,1,6,Bottom,-93,0.0
3,1,6,Bottom,-92,0.0
3,1,6,Bottom,-91,0.0
3,1,6,Bottom,-90,0.0
3,1,6,Bottom,-89,0.0
3,1,6,Bottom,-88,0.0
3,1,6,Bottom,-87,0.0
3,1,6,Bottom,-86,0.0
