Runners,Outs,Inn,Top/Bot,score_diff,win_expectancy
2B & 3B,0,1,Bottom,-58,0.0
2B & 3B,0,1,Bottom,-57,0.0
2B & 3B,0,1,Bottom,-56,0.0
2B & 3B,0,1,Bottom,-55,0.0
2B & 3B,0,1,Bottom,-54,0.0
2B & 3B,0,1,Bottom,-53,0.0
2B & 3B,0,1,Bottom,-52,0.0
2B & 3B,0,1,Bottom,-51,0.0
2B & 3B,0,1,Bottom,-50,0.0
2B & 3B,0,1,Bottom,-49,0.0
2B & 3B,0,1,Bottom,-48,0.0
2B & 3B,0,1,Bottom,-47,0.0
2B & 3B,0,1,Bottom,-46,0.0
2B & 3B,0,1,Bottom,-45,0.0
2B & 3B,0,1,Bottom,-44,0.0
2B & 3B,0,1,Bottom,-43,0.0
2B & 3B,0,1,Bottom,-42,0.0
2B & 3B,0,1,Bottom,-41,0.0
2B & 3B,0,1,Bottom,-40,0.0
2B & 3B,0,1,Bottom,-39,0.0
2B & 3B,0,1,Bottom,-38,0.0
2B & 3B,0,1,Bottom,-37,0.0
2B & 3B,0,1,Bottom,-36,0.0
2B & 3B,0,1,Bottom,-35,0.0
2B & 3B,0,1,Bottom,-34,0.0
2B & 3B,0,1,Bottom,-33,0.0
2B & 3B,0,1,Bottom,-32,0.0
2B & 3B,0,1,Bottom,-31,0.0
2B & 3B,0,1,Bottom,-30,0.0
2B & 3B,0,1,Bottom,-29,0.0
2B & 3B,0,1,Bottom,-28,0.0
2B & 3B,0,1,Bottom,-27,0.0
2B & 3B,0,1,Bottom,-26,0.0
2B & 3B,0,1,Bottom,-25,0.0
2B & 3B,0,1,Bottom,-24,0.0
2B & 3B,0,1,Bottom,-23,0.0
2B & 3B,0,1,Bottom,-22,0.0
2B & 3B,0,1,Bottom,-21,0.0
2B & 3B,0,1,Bottom,-20,0.0
2B & 3B,0,1,Bottom,-19,0.0
2B & 3B,0,1,Bottom,-18,0.0
2B & 3B,0,1,Bottom,-17,0.0
2B & 3B,0,1,Bottom,-16,0.0
2B & 3B,0,1,Bottom,-15,0.0
2B & 3B,0,1,Bottom,-14,0.0
2B & 3B,0,1,Bottom,-13,0.0
2B & 3B,0,1,Bottom,-12,0.0
2B & 3B,0,1,Bottom,-11,0.0
2B & 3B,0,1,Bottom,-10,0.0
2B & 3B,0,1,Bottom,-9,0.0452
2B & 3B,0,1,Bottom,-8,0.0904
2B & 3B,0,1,Bottom,-7,0.1356
2B & 3B,0,1,Bottom,-6,0.1808
2B & 3B,0,1,Bottom,-5,0.226
2B & 3B,0,1,Bottom,-4,0.303
2B & 3B,0,1,Bottom,-3,0.394
2B & 3B,0,1,Bottom,-2,0.492
2B & 3B,0,1,Bottom,-1,0.592
2B & 3B,0,1,Bottom,0,0.686
2B & 3B,0,1,Bottom,1,0.767
2B & 3B,0,1,Bottom,2,0.834
2B & 3B,0,1,Bottom,3,0.885
2B & 3B,0,1,Bottom,4,0.923
2B & 3B,0,1,Bottom,5,0.95
2B & 3B,0,1,Bottom,6,0.96
2B & 3B,0,1,Bottom,7,0.97
2B & 3B,0,1,Bottom,8,0.98
2B & 3B,0,1,Bottom,9,0.99
2B & 3B,0,1,Bottom,10,1.0
2B & 3B,0,1,Bottom,11,1.0
2B & 3B,0,1,Bottom,12,1.0
2B & 3B,0,1,Bottom,13,1.0
2B & 3B,0,1,Bottom,14,1.0
2B & 3B,0,1,Bottom,15,1.0
2B & 3B,0,1,Bottom,16,1.0
2B & 3B,0,1,Bottom,17,1.0
2B & 3B,0,1,Bottom,18,1.0
2B & 3B,0,1,Bottom,19,1.0
2B & 3B,0,1,Bottom,20,1.0
2B & 3B,0,1,Bottom,21,1.0
2B & 3B,0,1,Bottom,22,1.0
2B & 3B,0,1,Bottom,23,1.0
2B & 3B,0,1,Bottom,24,1.0
2B & 3B,0,1,Bottom,25,1.0
2B & 3B,0,1,Bottom,26,1.0
2B & 3B,0,1,Bottom,27,1.0
2B & 3B,0,1,Bottom,28,1.0
2B & 3B,0,1,Bottom,29,1.0
2B & 3B,0,1,Bottom,30,1.0
2B & 3B,0,1,Bottom,31,1.0
2B & 3B,0,1,Bottom,32,1.0
2B & 3B,0,1,Bottom,33,1.0
2B & 3B,0,1,Bottom,34,1.0
2B & 3B,0,1,Bottom,35,1.0
2B & 3B,0,1,Bottom,36,1.0
2B & 3B,0,1,Bottom,37,1.0
2B & 3B,0,1,Bottom,38,1.0
2B & 3B,0,1,Bottom,39,1.0
2B & 3B,0,1,Bottom,40,1.0
2B & 3B,0,1,Bottom,41,1.0
2B & 3B,0,1,Bottom,42,1.0
2B & 3B,0,1,Bottom,43,1.0
2B & 3B,0,1,Bottom,44,1.0
2B & 3B,0,1,Bottom,45,1.0
2B & 3B,0,1,Bottom,46,1.0
2B & 3B,0,1,Bottom,47,1.0
2B & 3B,0,1,Bottom,48,1.0
2B & 3B,0,1,Bottom,49,1.0
2B & 3B,0,1,Bottom,50,1.0
2B & 3B,0,1,Bottom,51,1.0
2B & 3B,0,1,Bottom,52,1.0
2B & 3B,0,1,Bottom,53,1.0
2B & 3B,0,1,Bottom,54,1.0
2B & 3B,0,1,Bottom,55,1.0
2B & 3B,0,1,Bottom,56,1.0
2B & 3B,0,1,Bottom,57,1.0
2B & 3B,0,1,Bottom,58,1.0
2B & 3B,0,1,Bottom,59,1.0
2B & 3B,0,1,Bottom,60,1.0
2B & 3B,0,1,Bottom,61,1.0
2B & 3B,0,1,Bottom,62,1.0
2B & 3B,0,1,Bottom,63,1.0
2B & 3B,0,1,Bottom,64,1.0
2B & 3B,0,1,Bottom,65,1.0
2B & 3B,0,1,Bottom,66,1.0
2B & 3B,0,1,Bottom,67,1.0
2B & 3B,0,1,Bottom,68,1.0
2B & 3B,0,1,Bottom,69,1.0
2B & 3B,0,1,Bottom,70,1.0
2B & 3B,0,1,Bottom,71,1.0
2B & 3B,0,1,Bottom,72,1.0
2B & 3B,0,1,Bottom,73,1.0
2B & 3B,0,1,Bottom,74,1.0
2B & 3B,0,1,Bottom,75,1.0
2B & 3B,0,1,Bottom,76,1.0
2B & 3B,0,1,Bottom,77,1.0
2B & 3B,0,1,Bottom,78,1.0
2B & 3B,0,1,Bottom,79,1.0
2B & 3B,0,1,Bottom,80,1.0
2B & 3B,0,1,Bottom,81,1.0
2B & 3B,0,1,Bottom,82,1.0
2B & 3B,0,1,Bottom,83,1.0
2B & 3B,0,1,Bottom,84,1.0
2B & 3B,0,1,Bottom,85,1.0
2B & 3B,0,1,Bottom,86,1.0
2B & 3B,0,1,Bottom,87,1.0
2B & 3B,0,1,Bottom,88,1.0
2B & 3B,0,1,Bottom,89,1.0
2B & 3B,0,1,Bottom,90,1.0
2B & 3B,0,1,Bottom,91,1.0
2B & 3B,0,1,Bottom,92,1.0
2B & 3B,0,1,Bottom,93,1.0
2B & 3B,0,1,Bottom,94,1.0
2B & 3B,0,1,Bottom,95,1.0
2B & 3B,0,1,Bottom,96,1.0
2B & 3B,0,1,Bottom,97,1.0
2B & 3B,0,1,Bottom,98,1.0
2B & 3B,0,1,Bottom,99,1.0
2B & 3B,0,1,Bottom,100,1.0
2B only,0,1,Bottom,-100,0.0
2B only,0,1,Bottom,-99,0.0
2B only,0,1,Bottom,-98,0.0
2B only,0,1,Bottom,-97,0.0
2B only,0,1,Bottom,-96,0.0
2B only,0,1,Bottom,-95,0.0
2B only,0,1,Bottom,-94,0.0
2B only,0,1,Bottom,-93,0.0
2B only,0,1,Bottom,-92,0.0
2B only,0,1,Bottom,-91,0.0
2B only,0,1,Bottom,-90,0.0
2B only,0,1,Bottom,-89,0.0
2B only,0,1,Bottom,-88,0.0
2B only,0,1,Bottom,-87,0.0
2B only,0,1,Bottom,-86,0.0
2B only,0,1,Bottom,-85,0.0
2B only,0,1,Bottom,-84,0.0
2B only,0,1,Bottom,-83,0.0
2B only,0,1,Bottom,-82,0.0
2B only,0,1,Bottom,-81,0.0
2B only,0,1,Bottom,-80,0.0
2B only,0,1,Bottom,-79,0.0
2B only,0,1,Bottom,-78,0.0
2B only,0,1,Bottom,-77,0.0
2B only,0,1,Bottom,-76,0.0
2B only,0,1,Bottom,-75,0.0
2B only,0,1,Bottom,-74,0.0
2B only,0,1,Bottom,-73,0.0
2B only,0,1,Bottom,-72,0.0
2B only,0,1,Bottom,-71,0.0
2B only,0,1,Bottom,-70,0.0
2B only,0,1,Bottom,-69,0.0
2B only,0,1,Bottom,-68,0.0
2B only,0,1,Bottom,-67,0.0
2B only,0,1,Bottom,-66,0.0
2B only,0,1,Bottom,-65,0.0
2B only,0,1,Bottom,-64,0.0
2B only,0,1,Bottom,-63,0.0
2B only,0,1,Bottom,-62,0.0
2B only,0,1,Bottom,-61,0.0
2B only,0,1,Bottom,-60,0.0
2B only,0,1,Bottom,-59,0.0
2B only,0,1,Bottom,-58,0.0
2B only,0,1,Bottom,-57,0.0
2B only,0,1,Bottom,-56,0.0
2B only,0,1,Bottom,-55,0.0
2B only,0,1,Bottom,-54,0.0
2B only,0,1,Bottom,-53,0.0
2B only,0,1,Bottom,-52,0.0
2B only,0,1,Bottom,-51,0.0
2B only,0,1,Bottom,-50,0.0
2B only,0,1,Bottom,-49,0.0
2B only,0,1,Bottom,-48,0.0
2B only,0,1,Bottom,-47,0.0
2B only,0,1,Bottom,-46,0.0
2B only,0,1,Bottom,-45,0.0
2B only,0,1,Bottom,-44,0.0
2B only,0,1,Bottom,-43,0.0
2B only,0,1,Bottom,-42,0.0
2B only,0,1,Bottom,-41,0.0
2B only,0,1,Bottom,-40,0.0
2B only,0,1,Bottom,-39,0.0
2B only,0,1,Bottom,-38,0.0
2B only,0,1,Bottom,-37,0.0
2B only,0,1,Bottom,-36,0.0
2B only,0,1,Bottom,-35,0.0
2B only,0,1,Bottom,-34,0.0
2B only,0,1,Bottom,-33,0.0
2B only,0,1,Bottom,-32,0.0
2B only,0,1,Bottom,-31,0.0
2B only,0,1,Bottom,-30,0.0
2B only,0,1,Bottom,-29,0.0
2B only,0,1,Bottom,-28,0.0
2B only,0,1,Bottom,-27,0.0
2B only,0,1,Bottom,-26,0.0
2B only,0,1,Bottom,-25,0.0
2B only,0,1,Bottom,-24,0.0
2B only,0,1,Bottom,-23,0.0
2B only,0,1,Bottom,-22,0.0
2B only,0,1,Bottom,-21,0.0
2B only,0,1,Bottom,-20,0.0
2B only,0,1,Bottom,-19,0.0
2B only,0,1,Bottom,-18,0.0
2B only,0,1,Bottom,-17,0.0
2B only,0,1,Bottom,-16,0.0
2B only,0,1,Bottom,-15,0.0
2B only,0,1,Bottom,-14,0.0
2B only,0,1,Bottom,-13,0.0
2B only,0,1,Bottom,-12,0.0
2B only,0,1,Bottom,-11,0.0
2B only,0,1,Bottom,-10,0.0
2B only,0,1,Bottom,-9,0.0332
2B only,0,1,Bottom,-8,0.0664
2B only,0,1,Bottom,-7,0.0996
2B only,0,1,Bottom,-6,0.1328
2B only,0,1,Bottom,-5,0.166
2B only,0,1,Bottom,-4,0.231
2B only,0,1,Bottom,-3,0.311
2B only,0,1,Bottom,-2,0.404
2B only,0,1,Bottom,-1,0.506
2B only,0,1,Bottom,0,0.607
2B only,0,1,Bottom,1,0.702
2B only,0,1,Bottom,2,0.782
2B only,0,1,Bottom,3,0.846
2B only,0,1,Bottom,4,0.895
2B only,0,1,Bottom,5,0.931
2B only,0,1,Bottom,6,0.9448
2B only,0,1,Bottom,7,0.9586
2B only,0,1,Bottom,8,0.9724
2B only,0,1,Bottom,9,0.9862
2B only,0,1,Bottom,10,1.0
2B only,0,1,Bottom,11,1.0
2B only,0,1,Bottom,12,1.0
2B only,0,1,Bottom,13,1.0
2B only,0,1,Bottom,14,1.0
2B only,0,1,Bottom,15,1.0
2B only,0,1,Bottom,16,1.0
2B only,0,1,Bottom,17,1.0
2B only,0,1,Bottom,18,1.0
2B only,0,1,Bottom,19,1.0
2B only,0,1,Bottom,20,1.0
2B only,0,1,Bottom,21,1.0
2B only,0,1,Bottom,22,1.0
2B only,0,1,Bottom,23,1.0
2B only,0,1,Bottom,24,1.0
2B only,0,1,Bottom,25,1.0
2B only,0,1,Bottom,26,1.0
2B only,0,1,Bottom,27,1.0
2B only,0,1,Bottom,28,1.0
2B only,0,1,Bottom,29,1.0
2B only,0,1,Bottom,30,1.0
2B only,0,1,Bottom,31,1.0
2B only,0,1,Bottom,32,1.0
2B only,0,1,Bottom,33,1.0
2B only,0,1,Bottom,34,1.0
2B only,0,1,Bottom,35,1.0
2B only,0,1,Bottom,36,1.0
2B only,0,1,Bottom,37,1.0
2B only,0,1,Bottom,38,1.0
2B only,0,1,Bottom,39,1.0
2B only,0,1,Bottom,40,1.0
2B only,0,1,Bottom,41,1.0
2B only,0,1,Bottom,42,1.0
2B only,0,1,Bottom,43,1.0
2B only,0,1,Bottom,44,1.0
2B only,0,1,Bottom,45,1.0
2B only,0,1,Bottom,46,1.0
2B only,0,1,Bottom,47,1.0
2B only,0,1,Bottom,48,1.0
2B only,0,1,Bottom,49,1.0
2B only,0,1,Bottom,50,1.0
2B only,0,1,Bottom,51,1.0
2B only,0,1,Bottom,52,1.0
2B only,0,1,Bottom,53,1.0
2B only,0,1,Bottom,54,1.0
2B only,0,1,Bottom,55,1.0
2B only,0,1,Bottom,56,1.0
2B only,0,1,Bottom,57,1.0
2B only,0,1,Bottom,58,1.0
2B only,0,1,Bottom,59,1.0
2B only,0,1,Bottom,60,1.0
2B only,0,1,Bottom,61,1.0
2B only,0,1,Bottom,62,1.0
2B only,0,1,Bottom,63,1.0
2B only,0,1,Bottom,64,1.0
2B only,0,1,Bottom,65,1.0
2B only,0,1,Bottom,66,1.0
2B only,0,1,Bottom,67,1.0
2B only,0,1,Bottom,68,1.0
2B only,0,1,Bottom,69,1.0
2B only,0,1,Bottom,70,1.0
2B only,0,1,Bottom,71,1.0
2B only,0,1,Bottom,72,1.0
2B only,0,1,Bottom,73,1.0
2B only,0,1,Bottom,74,1.0
2B only,0,1,Bottom,75,1.0
2B only,0,1,Bottom,76,1.0
2B only,0,1,Bottom,77,1.0
2B only,0,1,Bottom,78,1.0
2B only,0,1,Bottom,79,1.0
2B only,0,1,Bottom,80,1.0
2B only,0,1,Bottom,81,1.0
2B only,0,1,Bottom,82,1.0
2B only,0,1,Bottom,83,1.0
2B only,0,1,Bottom,84,1.0
2B only,0,1,Bottom,85,1.0
2B only,0,1,Bottom,86,1.0
2B only,0,1,Bottom,87,1.0
2B only,0,1,Bottom,88,1.0
2B only,0,1,Bottom,89,1.0
2B only,0,1,Bottom,90,1.0
2B only,0,1,Bottom,91,1.0
2B only,0,1,Bottom,92,1.0
2B only,0,1,Bottom,93,1.0
2B only,0,1,Bottom,94,1.0
2B only,0,1,Bottom,95,1.0
2B only,0,1,Bottom,96,1.0
2B only,0,1,Bottom,97,1.0
2B only,0,1,Bottom,98,1.0
2B only,0,1,Bottom,99,1.0
2B only,0,1,Bottom,100,1.0
3B only,0,1,Bottom,-100,0.0
3B only,0,1,Bottom,-99,0.0
3B only,0,1,Bottom,-98,0.0
3B only,0,1,Bottom,-97,0.0
3B only,0,1,Bottom,-96,0.0
3B only,0,1,Bottom,-95,0.0
3B only,0,1,Bottom,-94,0.0
3B only,0,1,Bottom,-93,0.0
3B only,0,1,Bottom,-92,0.0
3B only,0,1,Bottom,-91,0.0
3B only,0,1,Bottom,-90,0.0
3B only,0,1,Bottom,-89,0.0
3B only,0,1,Bottom,-88,0.0
3B only,0,1,Bottom,-87,0.0
3B only,0,1,Bottom,-86,0.0
3B only,0,1,Bottom,-85,0.0
3B only,0,1,Bottom,-84,0.0
3B only,0,1,Bottom,-83,0.0
3B only,0,1,Bottom,-82,0.0
3B only,0,1,Bottom,-81,0.0
3B only,0,1,Bottom,-80,0.0
3B only,0,1,Bottom,-79,0.0
3B only,0,1,Bottom,-78,0.0
3B only,0,1,Bottom,-77,0.0
3B only,0,1,Bottom,-76,0.0
3B only,0,1,Bottom,-75,0.0
3B only,0,1,Bottom,-74,0.0
3B only,0,1,Bottom,-73,0.0
3B only,0,1,Bottom,-72,0.0
3B only,0,1,Bottom,-71,0.0
3B only,0,1,Bottom,-70,0.0
3B only,0,1,Bottom,-69,0.0
3B only,0,1,Bottom,-68,0.0
3B only,0,1,Bottom,-67,0.0
3B only,0,1,Bottom,-66,0.0
3B only,0,1,Bottom,-65,0.0
3B only,0,1,Bottom,-64,0.0
3B only,0,1,Bottom,-63,0.0
3B only,0,1,Bottom,-62,0.0
3B only,0,1,Bottom,-61,0.0
3B only,0,1,Bottom,-60,0.0
3B only,0,1,Bottom,-59,0.0
3B only,0,1,Bottom,-58,0.0
3B only,0,1,Bottom,-57,0.0
3B only,0,1,Bottom,-56,0.0
3B only,0,1,Bottom,-55,0.0
3B only,0,1,Bottom,-54,0.0
3B only,0,1,Bottom,-53,0.0
3B only,0,1,Bottom,-52,0.0
3B only,0,1,Bottom,-51,0.0
3B only,0,1,Bottom,-50,0.0
3B only,0,1,Bottom,-49,0.0
3B only,0,1,Bottom,-48,0.0
3B only,0,1,Bottom,-47,0.0
3B only,0,1,Bottom,-46,0.0
3B only,0,1,Bottom,-45,0.0
3B only,0,1,Bottom,-44,0.0
3B only,0,1,Bottom,-43,0.0
3B only,0,1,Bottom,-42,0.0
3B only,0,1,Bottom,-41,0.0
3B only,0,1,Bottom,-40,0.0
3B only,0,1,Bottom,-39,0.0
3B only,0,1,Bottom,-38,0.0
3B only,0,1,Bottom,-37,0.0
3B only,0,1,Bottom,-36,0.0
3B only,0,1,Bottom,-35,0.0
3B only,0,1,Bottom,-34,0.0
3B only,0,1,Bottom,-33,0.0
3B only,0,1,Bottom,-32,0.0
3B only,0,1,Bottom,-31,0.0
3B only,0,1,Bottom,-30,0.0
3B only,0,1,Bottom,-29,0.0
3B only,0,1,Bottom,-28,0.0
3B only,0,1,Bottom,-27,0.0
3B only,0,1,Bottom,-26,0.0
3B only,0,1,Bottom,-25,0.0
3B only,0,1,Bottom,-24,0.0
3B only,0,1,Bottom,-23,0.0
3B only,0,1,Bottom,-22,0.0
3B only,0,1,Bottom,-21,0.0
3B only,0,1,Bottom,-20,0.0
3B only,0,1,Bottom,-19,0.0
3B only,0,1,Bottom,-18,0.0
3B only,0,1,Bottom,-17,0.0
3B only,0,1,Bottom,-16,0.0
3B only,0,1,Bottom,-15,0.0
3B only,0,1,Bottom,-14,0.0
3B only,0,1,Bottom,-13,0.0
3B only,0,1,Bottom,-12,0.0
3B only,0,1,Bottom,-11,0.0
3B only,0,1,Bottom,-10,0.0
3B only,0,1,Bottom,-9,0.0356
3B only,0,1,Bottom,-8,0.0712
3B only,0,1,Bottom,-7,0.1068
3B only,0,1,Bottom,-6,0.1424
3B only,0,1,Bottom,-5,0.178
3B only,0,1,Bottom,-4,0.248
3B only,0,1,Bottom,-3,0.332
3B only,0,1,Bottom,-2,0.429
3B only,0,1,Bottom,-1,0.533
3B only,0,1,Bottom,0,0.635
3B only,0,1,Bottom,1,0.726
3B only,0,1,Bottom,2,0.802
3B only,0,1,Bottom,3,0.862
3B only,0,1,Bottom,4,0.907
3B only,0,1,Bottom,5,0.939
3B only,0,1,Bottom,6,0.9512
3B only,0,1,Bottom,7,0.9634
3B only,0,1,Bottom,8,0.9756
3B only,0,1,Bottom,9,0.9878
3B only,0,1,Bottom,10,1.0
3B only,0,1,Bottom,11,1.0
3B only,0,1,Bottom,12,1.0
3B only,0,1,Bottom,13,1.0
3B only,0,1,Bottom,14,1.0
3B only,0,1,Bottom,15,1.0
3B only,0,1,Bottom,16,1.0
3B only,0,1,Bottom,17,1.0
3B only,0,1,Bottom,18,1.0
3B only,0,1,Bottom,19,1.0
3B only,0,1,Bottom,20,1.0
3B only,0,1,Bottom,21,1.0
3B only,0,1,Bottom,22,1.0
3B only,0,1,Bottom,23,1.0
3B only,0,1,Bottom,24,1.0
3B only,0,1,Bottom,25,1.0
3B only,0,1,Bottom,26,1.0
3B only,0,1,Bottom,27,1.0
3B only,0,1,Bottom,28,1.0
3B only,0,1,Bottom,29,1.0
3B only,0,1,Bottom,30,1.0
3B only,0,1,Bottom,31,1.0
3B only,0,1,Bottom,32,1.0
3B only,0,1,Bottom,33,1.0
3B only,0,1,Bottom,34,1.0
3B only,0,1,Bottom,35,1.0
3B only,0,1,Bottom,36,1.0
3B only,0,1,Bottom,37,1.0
3B only,0,1,Bottom,38,1.0
3B only,0,1,Bottom,39,1.0
3B only,0,1,Bottom,40,1.0
3B only,0,1,Bottom,41,1.0
3B only,0,1,Bottom,42,1.0
3B only,0,1,Bottom,43,1.0
3B only,0,1,Bottom,44,1.0
3B only,0,1,Bottom,45,1.0
3B only,0,1,Bottom,46,1.0
3B only,0,1,Bottom,47,1.0
3B only,0,1,Bottom,48,1.0
3B only,0,1,Bottom,49,1.0
3B only,0,1,Bottom,50,1.0
3B only,0,1,Bottom,51,1.0
3B only,0,1,Bottom,52,1.0
3B only,0,1,Bottom,53,1.0
3B only,0,1,Bottom,54,1.0
3B only,0,1,Bottom,55,1.0
3B only,0,1,Bottom,56,1.0
3B only,0,1,Bottom,57,1.0
3B only,0,1,Bottom,58,1.0
3B only,0,1,Bottom,59,1.0
3B only,0,1,Bottom,60,1.0
3B only,0,1,Bottom,61,1.0
3B only,0,1,Bottom,62,1.0
3B only,0,1,Bottom,63,1.0
3B only,0,1,Bottom,64,1.0
3B only,0,1,Bottom,65,1.0
3B only,0,1,Bottom,66,1.0
3B only,0,1,Bottom,67,1.0
3B only,0,1,Bottom,68,1.0
3B only,0,1,Bottom,69,1.0
3B only,0,1,Bottom,70,1.0
3B only,0,1,Bottom,71,1.0
3B only,0,1,Bottom,72,1.0
3B only,0,1,Bottom,73,1.0
3B only,0,1,Bottom,74,1.0
3B only,0,1,Bottom,75,1.0
3B only,0,1,Bottom,76,1.0
3B only,0,1,Bottom,77,1.0
3B only,0,1,Bottom,78,1.0
3B only,0,1,Bottom,79,1.0
3B only,0,1,Bottom,80,1.0
3B only,0,1,Bottom,81,1.0
3B only,0,1,Bottom,82,1.0
3B only,0,1,Bottom,83,1.0
3B only,0,1,Bottom,84,1.0
3B only,0,1,Bottom,85,1.0
3B only,0,1,Bottom,86,1.0
3B only,0,1,Bottom,87,1.0
3B only,0,1,Bottom,88,1.0
3B only,0,1,Bottom,89,1.0
3B only,0,1,Bottom,90,1.0
3B only,0,1,Bottom,91,1.0
3B only,0,1,Bottom,92,1.0
3B only,0,1,Bottom,93,1.0
3B only,0,1,Bottom,94,1.0
3B only,0,1,Bottom,95,1.0
3B only,0,1,Bottom,96,1.0
3B only,0,1,Bottom,97,1.0
3B only,0,1,Bottom,98,1.0
3B only,0,1,Bottom,99,1.0
3B only,0,1,Bottom,100,1.0
Empty,0,1,Bottom,-100,0.0
Empty,0,1,Bottom,-99,0.0
Empty,0,1,Bottom,-98,0.0
Empty,0,1,Bottom,-97,0.0
Empty,0,1,Bottom,-96,0.0
Empty,0,1,Bottom,-95,0.0
Empty,0,1,Bottom,-94,0.0
Empty,0,1,Bottom,-93,0.0
Empty,0,1,Bottom,-92,0.0
Empty,0,1,Bottom,-91,0.0
Empty,0,1,Bottom,-90,0.0
Empty,0,1,Bottom,-89,0.0
Empty,0,1,Bottom,-88,0.0
Empty,0,1,Bottom,-87,0.0
Empty,0,1,Bottom,-86,0.0
Empty,0,1,Bottom,-85,0.0
Empty,0,1,Bottom,-84,0.0
Empty,0,1,Bottom,-83,0.0
Empty,0,1,Bottom,-82,0.0
Empty,0,1,Bottom,-81,0.0
Empty,0,1,Bottom,-80,0.0
Empty,0,1,Bottom,-79,0.0
Empty,0,1,Bottom,-78,0.0
Empty,0,1,Bottom,-77,0.0
Empty,0,1,Bottom,-76,0.0
Empty,0,1,Bottom,-75,0.0
Empty,0,1,Bottom,-74,0.0
Empty,0,1,Bottom,-73,0.0
Empty,0,1,Bottom,-72,0.0
Empty,0,1,Bottom,-71,0.0
Empty,0,1,Bottom,-70,0.0
Empty,0,1,Bottom,-69,0.0
Empty,0,1,Bottom,-68,0.0
Empty,0,1,Bottom,-67,0.0
Empty,0,1,Bottom,-66,0.0
Empty,0,1,Bottom,-65,0.0
Empty,0,1,Bottom,-64,0.0
Empty,0,1,Bottom,-63,0.0
Empty,0,1,Bottom,-62,0.0
Empty,0,1,Bottom,-61,0.0
Empty,0,1,Bottom,-60,0.0
Empty,0,1,Bottom,-59,0.0
Empty,0,1,Bottom,-58,0.0
Empty,0,1,Bottom,-57,0.0
Empty,0,1,Bottom,-56,0.0
Empty,0,1,Bottom,-55,0.0
Empty,0,1,Bottom,-54,0.0
Empty,0,1,Bottom,-53,0.0
Empty,0,1,Bottom,-52,0.0
Empty,0,1,Bottom,-51,0.0
Empty,0,1,Bottom,-50,0.0
Empty,0,1,Bottom,-49,0.0
Empty,0,1,Bottom,-48,0.0
Empty,0,1,Bottom,-47,0.0
Empty,0,1,Bottom,-46,0.0
Empty,0,1,Bottom,-45,0.0
Empty,0,1,Bottom,-44,0.0
Empty,0,1,Bottom,-43,0.0
Empty,0,1,Bottom,-42,0.0
Empty,0,1,Bottom,-41,0.0
Empty,0,1,Bottom,-40,0.0
Empty,0,1,Bottom,-39,0.0
Empty,0,1,Bottom,-38,0.0
Empty,0,1,Bottom,-37,0.0
Empty,0,1,Bottom,-36,0.0
Empty,0,1,Bottom,-35,0.0
Empty,0,1,Bottom,-34,0.0
Empty,0,1,Bottom,-33,0.0
Empty,0,1,Bottom,-32,0.0
Empty,0,1,Bottom,-31,0.0
Empty,0,1,Bottom,-30,0.0
Empty,0,1,Bottom,-29,0.0
Empty,0,1,Bottom,-28,0.0
Empty,0,1,Bottom,-27,0.0
Empty,0,1,Bottom,-26,0.0
Empty,0,1,Bottom,-25,0.0
Empty,0,1,Bottom,-24,0.0
Empty,0,1,Bottom,-23,0.0
Empty,0,1,Bottom,-22,0.0
Empty,0,1,Bottom,-21,0.0
Empty,0,1,Bottom,-20,0.0
Empty,0,1,Bottom,-19,0.0
Empty,0,1,Bottom,-18,0.0
Empty,0,1,Bottom,-17,0.0
Empty,0,1,Bottom,-16,0.0
Empty,0,1,Bottom,-15,0.0
Empty,0,1,Bottom,-14,0.0
Empty,0,1,Bottom,-13,0.0
Empty,0,1,Bottom,-12,0.0
Empty,0,1,Bottom,-11,0.0
Empty,0,1,Bottom,-10,0.0
Empty,0,1,Bottom,-9,0.0256
Empty,0,1,Bottom,-8,0.0512
Empty,0,1,Bottom,-7,0.0768
Empty,0,1,Bottom,-6,0.1024
Empty,0,1,Bottom,-5,0.128
Empty,0,1,Bottom,-4,0.184
Empty,0,1,Bottom,-3,0.255
Empty,0,1,Bottom,-2,0.342
Empty,0,1,Bottom,-1,0.442
Empty,0,1,Bottom,0,0.547
Empty,0,1,Bottom,1,0.649
Empty,0,1,Bottom,2,0.739
Empty,0,1,Bottom,3,0.814
Empty,0,1,Bottom,4,0.871
Empty,0,1,Bottom,5,0.914
Empty,0,1,Bottom,6,0.9312
Empty,0,1,Bottom,7,0.9484
Empty,0,1,Bottom,8,0.9656
Empty,0,1,Bottom,9,0.9828
Empty,0,1,Bottom,10,1.0
Empty,0,1,Bottom,11,1.0
Empty,0,1,Bottom,12,1.0
Empty,0,1,Bottom,13,1.0
Empty,0,1,Bottom,14,1.0
Empty,0,1,Bottom,15,1.0
Empty,0,1,Bottom,16,1.0
Empty,0,1,Bottom,17,1.0
Empty,0,1,Bottom,18,1.0
Empty,0,1,Bottom,19,1.0
Empty,0,1,Bottom,20,1.0
Empty,0,1,Bottom,21,1.0
Empty,0,1,Bottom,22,1.0
Empty,0,1,Bottom,23,1.0
Empty,0,1,Bottom,24,1.0
Empty,0,1,Bottom,25,1.0
Empty,0,1,Bottom,26,1.0
Empty,0,1,Bottom,27,1.0
